instant,dateday,season,year,month,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,kategori_suhu
659,2012-10-20,Winter,2012,Oct,Saturday,Clear,19.850847,0.472842,57.2917,0.117537,2806,5284,8090,Sedang
660,2012-10-21,Winter,2012,Oct,Sunday,Clear,19.030847,0.456429,51.0,0.166054,2132,4692,6824,Sedang
661,2012-10-22,Winter,2012,Oct,Monday,Clear,19.9875,0.482942,56.833299999999994,0.0814833,830,6228,7058,Sedang
662,2012-10-23,Winter,2012,Oct,Tuesday,Clear,22.310847,0.530304,64.16669999999999,0.0945458,841,6625,7466,Sedang
663,2012-10-24,Winter,2012,Oct,Wednesday,Clear,24.087500000000002,0.558721,63.625,0.0727792,795,6898,7693,Sedang
664,2012-10-25,Winter,2012,Oct,Thursday,Misty,22.55,0.529688,80.0417,0.124375,875,6484,7359,Sedang
665,2012-10-26,Winter,2012,Oct,Friday,Misty,22.379153000000002,0.52275,80.7083,0.132467,1182,6262,7444,Sedang
666,2012-10-27,Winter,2012,Oct,Saturday,Misty,21.73,0.515133,72.0,0.235692,2643,5209,7852,Sedang
667,2012-10-28,Winter,2012,Oct,Sunday,Misty,19.5775,0.467771,69.4583,0.398008,998,3461,4459,Sedang
668,2012-10-29,Winter,2012,Oct,Monday,Light Rain,18.04,0.4394,88.0,0.3582,2,20,22,Sedang
669,2012-10-30,Winter,2012,Oct,Tuesday,Misty,13.045462,0.309909,82.5455,0.213009,87,1009,1096,Panas
670,2012-10-31,Winter,2012,Oct,Wednesday,Misty,14.657499999999999,0.3611,66.6667,0.166667,419,5147,5566,Sedang
671,2012-11-01,Winter,2012,Nov,Thursday,Misty,14.999153000000002,0.369942,58.166700000000006,0.157346,466,5520,5986,Sedang
672,2012-11-02,Winter,2012,Nov,Friday,Clear,14.555,0.356042,52.208299999999994,0.266175,618,5229,5847,Sedang
673,2012-11-03,Winter,2012,Nov,Saturday,Misty,14.076653,0.323846,49.125,0.270529,1029,4109,5138,Sedang
674,2012-11-04,Winter,2012,Nov,Sunday,Clear,13.359153,0.329538,53.2917,0.179108,1201,3906,5107,Panas
675,2012-11-05,Winter,2012,Nov,Monday,Clear,13.085847,0.308075,49.416700000000006,0.236325,378,4881,5259,Panas
676,2012-11-06,Winter,2012,Nov,Tuesday,Clear,11.514153,0.281567,56.7083,0.173513,466,5220,5686,Dingin
677,2012-11-07,Winter,2012,Nov,Wednesday,Misty,12.129153,0.274621,54.75,0.304108,326,4709,5035,Dingin
678,2012-11-08,Winter,2012,Nov,Thursday,Clear,14.439134,0.341891,33.3478,0.347835,340,4975,5315,Sedang
679,2012-11-09,Winter,2012,Nov,Friday,Clear,14.828347,0.355413,54.0833,0.214558,709,5283,5992,Sedang
680,2012-11-10,Winter,2012,Nov,Saturday,Clear,15.955846999999999,0.393937,64.5417,0.0578458,2090,4446,6536,Sedang
681,2012-11-11,Winter,2012,Nov,Sunday,Clear,17.254153000000002,0.421713,65.91669999999999,0.1275,2290,4562,6852,Sedang
682,2012-11-12,Winter,2012,Nov,Monday,Clear,19.884999999999998,0.475383,74.16669999999999,0.173517,1097,5172,6269,Sedang
683,2012-11-13,Winter,2012,Nov,Tuesday,Misty,14.076653,0.323225,66.29169999999999,0.342046,327,3767,4094,Sedang
684,2012-11-14,Winter,2012,Nov,Wednesday,Clear,11.855847,0.281563,55.2083,0.199625,373,5122,5495,Dingin
685,2012-11-15,Winter,2012,Nov,Thursday,Misty,13.188346999999998,0.324492,62.0417,0.152987,320,5125,5445,Panas
686,2012-11-16,Winter,2012,Nov,Friday,Clear,14.145,0.347204,52.4583,0.171025,484,5214,5698,Sedang
687,2012-11-17,Winter,2012,Nov,Saturday,Clear,13.325000000000001,0.326383,54.541700000000006,0.179729,1313,4316,5629,Panas
688,2012-11-18,Winter,2012,Nov,Sunday,Clear,14.0425,0.337746,69.2917,0.227612,922,3747,4669,Sedang
689,2012-11-19,Winter,2012,Nov,Monday,Misty,15.614152999999998,0.375621,62.3333,0.235067,449,5050,5499,Sedang
690,2012-11-20,Winter,2012,Nov,Tuesday,Misty,15.340847000000002,0.380667,68.5,0.082725,534,5100,5634,Sedang
691,2012-11-21,Winter,2012,Nov,Wednesday,Clear,14.486653,0.364892,61.375,0.103246,615,4531,5146,Sedang
692,2012-11-22,Winter,2012,Nov,Thursday,Clear,13.940000000000001,0.350371,58.0417,0.0528708,955,1470,2425,Panas
693,2012-11-23,Winter,2012,Nov,Friday,Clear,15.101653,0.378779,56.875,0.148021,1603,2307,3910,Sedang
694,2012-11-24,Winter,2012,Nov,Saturday,Clear,11.411653,0.248742,40.4583,0.376871,532,1745,2277,Dingin
695,2012-11-25,Winter,2012,Nov,Sunday,Clear,10.079153,0.257583,46.8333,0.1505,309,2115,2424,Dingin
696,2012-11-26,Winter,2012,Nov,Monday,Clear,12.846652999999998,0.339004,53.541700000000006,0.04665,337,4750,5087,Dingin
697,2012-11-27,Winter,2012,Nov,Tuesday,Misty,11.958347,0.281558,78.6667,0.237562,123,3836,3959,Dingin
698,2012-11-28,Winter,2012,Nov,Wednesday,Clear,12.163347,0.289762,50.625,0.210821,198,5062,5260,Dingin
699,2012-11-29,Winter,2012,Nov,Thursday,Clear,11.51567,0.298422,55.565200000000004,0.115522,243,5080,5323,Dingin
700,2012-11-30,Winter,2012,Nov,Friday,Clear,12.231653000000001,0.323867,64.95830000000001,0.0584708,362,5306,5668,Dingin
701,2012-12-01,Winter,2012,Dec,Saturday,Misty,12.231653000000001,0.316904,80.6667,0.0597042,951,4240,5191,Dingin
702,2012-12-02,Winter,2012,Dec,Sunday,Misty,14.247499999999999,0.359208,82.3333,0.124379,892,3757,4649,Sedang
703,2012-12-03,Winter,2012,Dec,Monday,Clear,18.552500000000002,0.455796,76.75,0.0827208,555,5679,6234,Sedang
704,2012-12-04,Winter,2012,Dec,Tuesday,Clear,19.509153,0.469054,73.375,0.174129,551,6055,6606,Sedang
705,2012-12-05,Winter,2012,Dec,Wednesday,Clear,17.971653,0.428012,48.5,0.324021,331,5398,5729,Sedang
706,2012-12-06,Winter,2012,Dec,Thursday,Clear,10.489152999999998,0.258204,50.875,0.174754,340,5035,5375,Dingin
707,2012-12-07,Winter,2012,Dec,Friday,Misty,13.154152999999999,0.321958,76.4167,0.1306,349,4659,5008,Panas
708,2012-12-08,Winter,2012,Dec,Saturday,Misty,15.648347,0.389508,91.125,0.101379,1153,4429,5582,Sedang
709,2012-12-09,Winter,2012,Dec,Sunday,Misty,15.750846999999998,0.390146,90.5417,0.157975,441,2787,3228,Sedang
710,2012-12-10,Winter,2012,Dec,Monday,Misty,17.869153,0.435575,92.5,0.190308,329,4841,5170,Sedang
711,2012-12-11,Winter,2012,Dec,Tuesday,Misty,14.486653,0.338363,59.66669999999999,0.296037,282,5219,5501,Sedang
712,2012-12-12,Winter,2012,Dec,Wednesday,Misty,12.1975,0.297338,53.833299999999994,0.162937,310,5009,5319,Dingin
713,2012-12-13,Winter,2012,Dec,Thursday,Clear,12.129153,0.294188,48.5833,0.174129,425,5107,5532,Dingin
714,2012-12-14,Winter,2012,Dec,Friday,Clear,11.548347,0.294192,64.29169999999999,0.131229,429,5182,5611,Dingin
715,2012-12-15,Winter,2012,Dec,Saturday,Clear,13.290847,0.338383,65.0417,0.10635,767,4280,5047,Panas
716,2012-12-16,Winter,2012,Dec,Sunday,Misty,14.862499999999999,0.369938,83.875,0.100742,538,3248,3786,Sedang
717,2012-12-17,Winter,2012,Dec,Monday,Misty,16.126653,0.4015,90.7083,0.0982583,212,4373,4585,Sedang
718,2012-12-18,Winter,2012,Dec,Tuesday,Clear,16.844153,0.409708,66.625,0.221404,433,5124,5557,Sedang
719,2012-12-19,Winter,2012,Dec,Wednesday,Clear,13.6325,0.342162,62.5417,0.184092,333,4934,5267,Panas
720,2012-12-20,Winter,2012,Dec,Thursday,Misty,13.530000000000001,0.335217,66.79169999999999,0.132463,314,3814,4128,Panas
721,2012-12-21,Spring,2012,Dec,Friday,Misty,13.393346999999999,0.301767,55.666700000000006,0.374383,221,3402,3623,Panas
722,2012-12-22,Spring,2012,Dec,Saturday,Clear,10.899153,0.236113,44.125,0.407346,205,1544,1749,Dingin
723,2012-12-23,Spring,2012,Dec,Sunday,Clear,10.079153,0.259471,51.5417,0.133083,408,1379,1787,Dingin
724,2012-12-24,Spring,2012,Dec,Monday,Misty,9.483464,0.2589,79.1304,0.0772304,174,746,920,Dingin
725,2012-12-25,Spring,2012,Dec,Tuesday,Misty,11.943464,0.294465,73.47829999999999,0.168726,440,573,1013,Dingin
726,2012-12-26,Spring,2012,Dec,Wednesday,Light Rain,9.976652999999999,0.220333,82.3333,0.316546,9,432,441,Dingin
727,2012-12-27,Spring,2012,Dec,Thursday,Misty,10.420846999999998,0.226642,65.29169999999999,0.350133,247,1867,2114,Dingin
728,2012-12-28,Spring,2012,Dec,Friday,Misty,10.386652999999999,0.255046,59.0,0.155471,644,2451,3095,Dingin
729,2012-12-29,Spring,2012,Dec,Saturday,Misty,10.386652999999999,0.2424,75.29169999999999,0.124383,159,1182,1341,Dingin
730,2012-12-30,Spring,2012,Dec,Sunday,Clear,10.489152999999998,0.2317,48.3333,0.350754,364,1432,1796,Dingin
731,2012-12-31,Spring,2012,Dec,Monday,Misty,8.849153,0.223487,57.75,0.154846,439,2290,2729,Dingin
